OBJECTID,Location,Point ID,Latitude,Longitude,GPS_Date,GPS_Time,Max_PDOP,Horz_Prec,GlobalID,CreationDate,Creator,EditDate,Editor,x,y
221,West Campus Bluffs,4 minor End,34.409966959,-119.872494547,8/6/2019 12:00:00 AM,11:07:20am,2,0.6,25dacb17-9e01-46ea-86ac-b1cc7d22e9f4,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.872482072652,34.4099621055573
222,West Campus Bluffs,5 Major Start,34.410298990,-119.872901680,8/6/2019 12:00:00 AM,11:08:47am,2.1,0.6,ccfcc161-7424-4456-85f3-367d83b06d72,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.87288920467,34.4102941374067
223,West Campus Bluffs,5 minor End,34.410333853,-119.872735185,8/6/2019 12:00:00 AM,11:09:36am,3.7,0.6,b127c01f-f8c7-46aa-92e7-9e5e37422118,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.872722711001,34.4103290006172
224,West Campus Bluffs,5 minor Start,34.410195748,-119.872893827,8/6/2019 12:00:00 AM,11:11:15am,2.8,0.6,183d9f63-e916-4bf9-83c0-1fdb540b8b62,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.87288135228,34.4101908952971
225,West Campus Bluffs,5 Major End,34.410200761,-119.872741633,8/6/2019 12:00:00 AM,11:13:49am,1.8,0.6,3ff4903c-58e8-4632-934d-e8d13faeae1e,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.872729158843,34.410195907498
226,NCOS,1 Major End,34.419384861,-119.879522500,8/6/2019 12:00:00 AM,11:27:31am,2.5,0.6,8594d5fa-4fbf-4e7d-a9da-be67455ad067,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.879510023719,34.419380008069
227,NCOS,2 Major Start,34.419418457,-119.879707738,8/6/2019 12:00:00 AM,11:28:15am,5,0.6,354a16bd-c9cc-4922-9e39-f98e2356afa2,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.879695261596,34.4194136039755
228,NCOS,2 minor End,34.419550038,-119.879827491,8/6/2019 12:00:00 AM,11:28:45am,3.2,0.6,cf8873c5-136a-46a3-b4e0-010d0be6cde0,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.879815015157,34.4195451842436
229,NCOS,2 Major End,34.419483518,-119.880088048,8/6/2019 12:00:00 AM,11:29:21am,4.3,0.6,4e6db8c3-0d8e-46aa-9628-9a434061f8ee,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.880075571505,34.4194786651084
230,NCOS,2 minor Start,34.419345229,-119.879890555,8/6/2019 12:00:00 AM,11:30:02am,2.5,0.6,eaeaaaad-7a88-458b-806a-ae40f795caa5,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.879878078745,34.4193403751351
231,NCOS,1 minor End,34.419477001,-119.879243990,8/6/2019 12:00:00 AM,11:31:56am,4.3,0.6,c24dfefb-ff38-4713-b43d-2942c3282d9f,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.879231513436,34.4194721468679
232,NCOS,1 Major Start,34.419180083,-119.879060135,8/6/2019 12:00:00 AM,11:32:55am,1.9,0.6,5845f6c6-953c-4d8e-9240-5dd98967e2f3,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.879047658718,34.4191752303885
233,NCOS,1 minor Start,34.419133764,-119.879373798,8/6/2019 12:00:00 AM,11:33:31am,3.7,0.6,567e3cb1-0290-44e3-8d42-6366ed6ad86f,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.879361322465,34.4191289108631
234,North Parcel,7 Major Start,34.423711953,-119.883071599,8/8/2019 12:00:00 AM,09:33:10am,3.6,0.6,5d4e6dfa-f40a-4edc-b3e2-9fbd880205ef,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.883059121461,34.4237070987915
235,North Parcel,7 Major End,34.423812542,-119.883328440,8/8/2019 12:00:00 AM,09:38:48am,6.8,0.6,ea6da555-b7dc-4b2a-a31b-3b429a9d6cd9,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.883315962462,34.4238076880232
236,North Parcel,6 Major Start,34.423737086,-119.883501488,8/8/2019 12:00:00 AM,09:39:18am,6.8,0.6,57973687-c287-4ea3-8e8d-2dc725be4d3e,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.883489010228,34.4237322323299
237,North Parcel,6 minor Start,34.423752342,-119.883574838,8/8/2019 12:00:00 AM,09:39:54am,3.4,0.6,efed5610-7ef6-40b7-ba04-9dc1ae37be2c,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.883562360434,34.4237474894278
238,North Parcel,6 Major End,34.423685744,-119.883603274,8/8/2019 12:00:00 AM,09:40:17am,1.9,0.6,af5cacbe-9abe-493c-8250-121fc59789ad,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.883590795982,34.4236808904553
239,North Parcel,"6 ,minor End",34.423660170,-119.883534403,8/8/2019 12:00:00 AM,09:40:36am,2,0.6,455b7060-e0b5-49e5-8623-ce1915f7c22a,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.883521925162,34.4236553170894
240,North Parcel,7 Major Start,34.423688990,-119.883217919,8/8/2019 12:00:00 AM,09:41:43am,1.5,0.6,59d060e4-8121-4e84-939f-62d7a92c4900,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.883205441651,34.4236841369554
241,North Parcel,7 minor End,34.423858193,-119.883174240,8/8/2019 12:00:00 AM,09:42:12am,1.9,0.6,cb6842a3-d467-4ec1-a405-982cc240b257,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.883161762455,34.4238533396512
242,North Parcel,8 Major Start,34.423882371,-119.883041869,8/8/2019 12:00:00 AM,09:43:00am,2.1,0.6,0c262ad8-b469-424d-8a09-123f0d30b923,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.883029391955,34.4238775176281
243,North Parcel,8 minor End,34.423741464,-119.883029605,8/8/2019 12:00:00 AM,09:43:38am,1.9,0.6,f21f9a91-cdf6-49a3-81a1-0e1e96fea8e2,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.883017126836,34.4237366100397
244,North Parcel,8 Major End,34.423620641,-119.882881812,8/8/2019 12:00:00 AM,09:44:13am,2.5,0.6,a3d7b8cb-0c98-42be-91e4-91cf202a9902,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.882869334945,34.4236157869297
245,North Parcel,8 minor End,34.423766083,-119.882910512,8/8/2019 12:00:00 AM,09:44:47am,3.4,0.6,f2b4ef05-357d-4a70-9a99-ff893542f2d6,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.882898035,34.4237612300277
246,North Parcel,9 Major End,34.423447963,-119.882503535,8/8/2019 12:00:00 AM,09:47:17am,1.4,0.6,e4e652f5-3a24-4d77-9821-3769095837bd,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.882491057614,34.423443109422
247,North Parcel,9 minor End,34.423534794,-119.882409050,8/8/2019 12:00:00 AM,09:48:18am,3.3,0.6,70969f8d-13dc-4e06-9a3e-dcd119312231,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.882396572918,34.4235299399906
248,North Parcel,9 Major Start,34.423462436,-119.882327009,8/8/2019 12:00:00 AM,09:48:41am,5.8,0.6,4f02c879-0def-472a-98a4-7860e0cb92c2,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.882314532324,34.4234575818631
249,North Parcel,9 minor Start,34.423368016,-119.882407551,8/8/2019 12:00:00 AM,09:49:09am,6.6,0.6,cb108a7b-adbb-4837-aacb-862c81e98a11,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.88239507434,34.4233631627899
250,North Parcel,4 Major Start,34.423097205,-119.883512408,8/8/2019 12:00:00 AM,09:52:55am,2.9,0.6,f71c689e-b2b3-406d-bfb8-9562472f1d8b,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.883499930448,34.4230923512746
251,North Parcel,4 minor End,34.423117269,-119.883636832,8/8/2019 12:00:00 AM,09:53:26am,2.2,0.6,6fb6bba6-4f78-4764-827e-33f0bbc16204,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.883624354826,34.4231124155099
252,North Parcel,4 minor Start,34.423021682,-119.883603362,8/8/2019 12:00:00 AM,09:53:48am,3,0.6,36fe8c53-91f8-4cda-973e-e83bf3cabdcf,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.883590884812,34.4230168285489
253,North Parcel,4 Major End,34.422994058,-119.883833900,8/8/2019 12:00:00 AM,09:54:44am,2,0.6,a340457c-3f46-4a22-b583-7e1da555057d,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.883821422315,34.422989204639
254,North Parcel,3 minor End,34.422923368,-119.883720836,8/8/2019 12:00:00 AM,09:55:25am,3,0.6,466f437f-5cf6-4e56-b367-031fdbd5c9fd,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.883708358664,34.4229185141051
255,North Parcel,3 Major Start,34.422915240,-119.883619996,8/8/2019 12:00:00 AM,09:57:55am,3,0.6,1005e4e8-7bda-49b2-bdbf-d9c688f1726f,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.883607518309,34.4229103862519
256,North Parcel,3 minor Start,34.422832295,-119.883679085,8/8/2019 12:00:00 AM,09:58:19am,3,0.6,49814436-b609-4a9f-b03b-0b384187de3c,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.883666606869,34.4228274415754
257,North Parcel,3 Major End,34.422852856,-119.883764805,8/8/2019 12:00:00 AM,09:58:44am,1.9,0.6,be506196-7fe1-4909-8e23-d95737cc307c,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.883752327267,34.4228480021828
258,North Parcel,16 minor Start,34.422395344,-119.881735139,8/8/2019 12:00:00 AM,10:10:40am,2.9,0.6,86a704fe-ec65-4e7f-ad92-26d5d95e0847,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.881722661784,34.4223904907753
259,North Parcel,16 Major End,34.422551549,-119.881801262,8/8/2019 12:00:00 AM,10:11:09am,3.5,0.6,f44faa37-e454-4d5e-a9e4-e2ab88845d7e,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.881788785213,34.4225466957454
260,North Parcel,16 minor End,34.422600670,-119.881647892,8/8/2019 12:00:00 AM,10:11:41am,2.9,0.6,04378227-9b75-449a-8c0c-1336422c6681,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.881635414831,34.4225958166892
261,North Parcel,16 Major Start,34.422470447,-119.881536254,8/8/2019 12:00:00 AM,10:13:00am,1.8,0.6,8a09eb89-7630-44c0-96de-dd5aefc11d54,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.881523776843,34.4224655936962
262,North Parcel,14 Major Start,34.422724521,-119.881682038,8/8/2019 12:00:00 AM,10:21:55am,6.3,0.6,e8de03d7-a35a-41a0-9d8e-cba3256ac036,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.881669561227,34.422719666818
263,North Parcel,14 minor End,34.422847620,-119.881792756,8/8/2019 12:00:00 AM,10:22:27am,2,0.6,58c88be2-2af0-4e8b-b9e8-a2d1c424b396,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.881780279336,34.422842766237
264,North Parcel,14 Major End,34.422805456,-119.881984736,8/8/2019 12:00:00 AM,10:23:11am,2.9,0.6,f903bfbd-0b57-4770-99c1-0b3d6b3f82a2,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.881972258809,34.4228006030271
265,North Parcel,PH1 minor End,34.423035123,-119.879335220,8/8/2019 12:00:00 AM,10:30:25am,1.8,0.6,8f1facc2-0317-4aed-92ec-3bb442e0d9bd,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.879322743262,34.4230302697944
266,North Parcel,PH1 Major End,34.422911669,-119.879400750,8/8/2019 12:00:00 AM,10:30:51am,3,0.6,81512f0d-6b89-4be0-b1da-a83cec3dd6f9,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.879388273247,34.4229068149686
267,North Parcel,PH1 minor Start,34.422880350,-119.879258070,8/8/2019 12:00:00 AM,10:33:04am,2.2,0.6,dbb79a90-d6c5-49e1-8398-9bb8209f8311,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.879245593634,34.4228754967514
268,North Parcel,PH1 Major Start,34.423054273,-119.879223043,8/8/2019 12:00:00 AM,10:34:00am,3.5,0.6,6037c54f-944b-483b-a620-d4d45d669c59,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.879210566952,34.423049418505
269,North Parcel,19 minor End,34.422074375,-119.879432101,8/8/2019 12:00:00 AM,10:38:08am,3.3,4.8,dcbfabba-b79b-4e45-b9e4-74c0cc314059,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.879419624453,34.422069522138
270,North Parcel,19 Major Start,34.422036083,-119.879436449,8/8/2019 12:00:00 AM,10:38:28am,2.7,2.6,041d61cc-ef15-4d44-acbd-fdd4d9e2455f,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.879423972336,34.4220312297504
271,North Parcel,19 minor Start,34.421979576,-119.879330756,8/8/2019 12:00:00 AM,10:39:14am,3.3,2.1,448ba46f-1a6e-4fe0-9a8f-38ef8d9a8620,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.879318279263,34.4219747225631
272,North Parcel,19 Major End,34.422208395,-119.879217280,8/8/2019 12:00:00 AM,10:40:28am,4.3,0.6,fc33b715-913b-47b6-b499-73c5b8b2a888,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.87920480388,34.4222035415343
273,South Parcel,7 Major End,34.419634973,-119.884676702,8/8/2019 12:00:00 AM,10:59:38am,3.6,0.6,8409112a-4432-4ce5-8eb8-a481b72d5730,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.884664224347,34.4196301202478
274,South Parcel,7 minor End,34.419522172,-119.884565837,8/8/2019 12:00:00 AM,11:00:29am,5.1,0.6,2dc4b25a-6155-41bd-bbe4-f56a3d0f742b,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.884553359454,34.4195173184304
275,South Parcel,7 minor Start,34.419477579,-119.884771983,8/8/2019 12:00:00 AM,11:01:19am,2.9,9.6,b2a0826b-e9d5-4890-b149-748db003da37,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.884759505766,34.4194727259058
276,South Parcel,8 Major End,34.419463616,-119.884345303,8/8/2019 12:00:00 AM,11:02:52am,4.3,0.6,b203e16a-87bc-4849-97f4-f71285e7a6e1,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.884332825714,34.4194587624797
277,South Parcel,8 minor Start,34.419511612,-119.884203980,8/8/2019 12:00:00 AM,11:03:23am,2.5,0.6,0d4bb730-7569-493e-8cf6-1ec4a5e4f415,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.88419150255,34.4195067591421
278,South Parcel,8 Major Start,34.419674115,-119.884543943,8/8/2019 12:00:00 AM,11:04:06am,3.2,0.6,91d48309-604b-4861-ac0b-c0e5f4e68d8f,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.884531465076,34.4196692613399
279,South Parcel,9 minor Start,34.419421459,-119.884223644,8/8/2019 12:00:00 AM,11:05:19am,2.5,0.6,7e7d4654-aa77-4568-87dc-90b26adae80b,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.884211166667,34.4194166063269
280,South Parcel,9 Major Start,34.419327875,-119.884134161,8/8/2019 12:00:00 AM,11:05:44am,2.3,2.2,8bdcc0b4-503f-49f5-af78-7917ebe9178b,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.884121683677,34.4193230222273
281,South Parcel,9 minor End,34.419291437,-119.884240818,8/8/2019 12:00:00 AM,11:06:06am,6.1,0.6,bd637108-cc14-4cbf-b111-532c424d2f53,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.884228341317,34.4192865845904
282,South Parcel,8 Major End,34.419342121,-119.884344409,8/8/2019 12:00:00 AM,11:06:43am,2.2,0.6,40318981-a264-4a0b-aa6b-ffcf39b52f2c,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.884331932175,34.4193372682463
283,South Parcel,7 Major Start,34.419152101,-119.884477172,8/8/2019 12:00:00 AM,11:10:21am,2.2,0.6,8a235c24-520e-4a85-bf61-ec5ab0b1ed6f,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.884464694874,34.4191472477631
284,South Parcel,6 Major Start,34.418916192,-119.884416307,8/8/2019 12:00:00 AM,11:11:41am,2.5,0.6,56dddb6d-099c-48e6-a739-457facec93ac,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.884403830577,34.4189113393328
285,South Parcel,6 minor Start,34.418954740,-119.884216213,8/8/2019 12:00:00 AM,11:12:26am,2.2,0.6,a7253a1d-2ca9-4902-aaa9-ad67dc7b5ef6,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.884203735419,34.4189498870547
286,South Parcel,6 minor End,34.418743639,-119.884305866,8/8/2019 12:00:00 AM,11:12:58am,2,0.6,48086352-9d4d-4e1a-9bba-e65d5dbb3295,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.884293388748,34.4187387860937
287,South Parcel,6 Major End,34.418764767,-119.884109387,8/8/2019 12:00:00 AM,11:13:27am,2,0.6,093467d7-d419-47cb-ab80-6135fdedb862,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.884096909378,34.4187599137549
288,South Parcel,5 Major Start,34.418623381,-119.884092825,8/8/2019 12:00:00 AM,11:13:57am,2.5,0.6,ba91e4f6-84cb-4838-8074-75d39d72f1cc,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.884080348736,34.4186185283271
289,South Parcel,5 minor End,34.418560862,-119.883955718,8/8/2019 12:00:00 AM,11:14:55am,2.5,0.6,eca7520d-2fb1-4002-affc-78c09fa7e36c,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.883943241463,34.4185560093563
290,South Parcel,5 Major End,34.418432894,-119.883963203,8/8/2019 12:00:00 AM,11:15:38am,2.5,0.6,aa2e6cbc-984c-400b-8b9c-de78b7d652ad,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.883950725837,34.4184280407363
291,South Parcel,5 minor Start,34.418491264,-119.884097417,8/8/2019 12:00:00 AM,11:16:09am,2.7,0.6,762a0fc6-5c19-4183-9025-1833c567cbfa,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.884084939502,34.4184864109204
292,South Parcel,4 minor End,34.418445500,-119.884175439,8/8/2019 12:00:00 AM,11:16:33am,2.6,0.6,fabea545-5c11-4fb2-857a-cab0172115e0,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.884162961995,34.4184406475341
293,South Parcel,4 Major Start,34.418532320,-119.884250614,8/8/2019 12:00:00 AM,11:16:59am,4.8,0.6,b1cdd518-1a42-4f2b-b9db-5e05fae17f96,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.884238136589,34.4185274667545
294,South Parcel,4 minor Start,34.418409463,-119.884329483,8/8/2019 12:00:00 AM,11:17:28am,2.4,0.6,66bae3ef-84e2-456c-8354-4b28a5bd5072,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.884317005573,34.4184046106302
295,South Parcel,4 Major End,34.418318154,-119.884221615,8/8/2019 12:00:00 AM,11:18:04am,4.6,0.6,ada5b424-68ab-4e90-bcd0-2fbb2aa22626,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.884209138036,34.4183133013597
296,South Parcel,3 Major Start,34.418241786,-119.884317575,8/8/2019 12:00:00 AM,11:18:42am,4.6,0.6,433b9ee4-d85c-4f39-bce4-9844911bb3c0,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.884305098547,34.4182369328748
297,South Parcel,3 minor Start,34.418058905,-119.884396012,8/8/2019 12:00:00 AM,11:19:14am,4.7,0.6,fad8ec7c-2ec1-40b9-b486-ebb9f2979755,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.88438353507,34.4180540520537
298,South Parcel,3 Major End,34.417922544,-119.884263662,8/8/2019 12:00:00 AM,11:19:54am,4.7,0.6,f3adfb0b-196d-431d-bcdd-755026ddb987,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.884251185084,34.4179176919161
299,South Parcel,3 minor End,34.418105129,-119.884174499,8/8/2019 12:00:00 AM,11:21:38am,3.3,0.6,2b710174-5b53-4150-a9e8-df010c52fe1e,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.884162022262,34.4181002758291
300,South Parcel,2 Major Start,34.418072334,-119.884056260,8/8/2019 12:00:00 AM,11:22:16am,4.6,0.6,f58c7367-f88d-46d4-b382-0c6b0a2fa5b7,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.884043783509,34.4180674808735
301,South Parcel,2 minor End,34.418252074,-119.884026152,8/8/2019 12:00:00 AM,11:23:02am,1.8,0.6,4451d2df-4c29-4d6a-9d98-c68fa6c3783a,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.884013674802,34.418247221255
302,South Parcel,1 minor Start,34.418181575,-119.883941918,8/8/2019 12:00:00 AM,11:23:46am,4.5,0.6,ea7b6035-bfdf-4ef3-96d5-accb2f7d0e0a,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.883929440818,34.4181767215313
303,South Parcel,1 Major End,34.418092879,-119.883756313,8/8/2019 12:00:00 AM,11:24:21am,4.6,0.6,7fb94935-df35-423e-9097-c62ac0ff89b8,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.883743836814,34.4180880260174
304,South Parcel,1 minor End,34.418266485,-119.883746490,8/8/2019 12:00:00 AM,11:24:51am,1.7,0.6,483d2ea2-b53a-47f3-b91a-9a0d5db90eb1,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.883734012449,34.4182616317889
305,South Parcel,1 Major Start,34.418360038,-119.883908494,8/8/2019 12:00:00 AM,11:25:30am,2.5,0.6,782b903e-25be-4ab4-b5a9-41c55f87f97b,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.883896017041,34.4183551851947
306,South Parcel,2 Major Start,34.418335625,-119.884132882,8/8/2019 12:00:00 AM,11:26:02am,2.6,0.6,3a3bdaa2-8d54-4542-9c91-513f33c61062,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.8841204047,34.4183307722531
307,South Parcel,2 minor Start,34.418211896,-119.884209506,8/8/2019 12:00:00 AM,11:26:48am,4.5,0.6,d0ae4af9-81f1-4de1-b764-eca74d6cb9fd,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.884197029951,34.4182070430678
308,South Parcel,SWW1 Major Start,34.416608833,-119.883950138,8/8/2019 12:00:00 AM,11:30:26am,4,0.6,52c1ba10-6510-41a3-8699-d5067ce75768,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.883937662035,34.4166039798777
309,South Parcel,SWW1 minor Start NS,34.416746727,-119.884058917,8/8/2019 12:00:00 AM,11:31:11am,2.5,0.6,fabdca19-fa7b-45be-a789-82e553635b02,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.884046440446,34.4167418742003
310,South Parcel,SWW1 Major End,34.416570505,-119.884332061,8/8/2019 12:00:00 AM,11:32:24am,6.8,0.6,83baabae-d4f6-4656-8416-216e1db86a1e,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.884319584178,34.4165656524834
311,South Parcel,SWW1 minor End,34.416457969,-119.884218581,8/8/2019 12:00:00 AM,11:33:19am,6.7,0.6,dee38ee7-8a2b-406a-9a18-47c977df1303,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.884206104448,34.4164531164464
