OBJECTID,Location,Point ID,Latitude,Longitude,GPS_Date,GPS_Time,Max_PDOP,Horz_Prec,GlobalID,CreationDate,Creator,EditDate,Editor,x,y
1,Del Sol,G Major Start,34.416508260,-119.866347398,5/20/2019 12:00:00 AM,02:16:07pm,1.6,0.6,49b6e3e3-3d92-4b57-945c-f5a214695e9c,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.866334923725,34.4165034060952
2,Del Sol,G Major End,34.416550136,-119.866007647,5/20/2019 12:00:00 AM,02:17:31pm,1.7,0.6,c5a389e9-431b-43c1-9c99-c2efae6ee0e2,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.865995173173,34.4165452820013
3,Del Sol,E Major End,34.415853241,-119.864891750,5/20/2019 12:00:00 AM,03:37:48pm,6,0.6,3f19d48a-bfcb-46da-be4d-a6dc50dc271c,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.864879275851,34.4158483871114
4,Del Sol,E Major Start,34.415901903,-119.865279602,5/20/2019 12:00:00 AM,04:52:36pm,2.7,0.6,ef5644e7-a834-4735-8789-79b388a87218,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.86526712778,34.4158970497587
5,Del Sol,J Major Start,34.416914991,-119.865246288,5/21/2019 12:00:00 AM,05:22:56pm,4.1,0.6,2090f8b0-c23e-4399-8c34-c7a9b6dc8c45,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.865233813456,34.4169101372039
6,Del Sol,J Major End,34.416850275,-119.865098416,5/21/2019 12:00:00 AM,05:23:43pm,5.4,0.6,21fdc0ac-b783-4742-9d97-5152aeb29561,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.86508594214,34.4168454210604
7,Del Sol,F Major End,34.416224219,-119.864822300,6/6/2019 12:00:00 AM,02:44:10pm,2.2,2.4,12945f33-e472-4bd6-aee4-22fa766ed08e,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.864809826743,34.4162193647751
8,Del Sol,F Major Start,34.416243533,-119.865219006,6/6/2019 12:00:00 AM,02:48:01pm,2.1,2.2,be6d5fde-9009-4f52-99ee-09d45e6ad97e,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.86520653241,34.4162386788668
9,Del Sol,L Major End,34.416782924,-119.865076129,6/6/2019 12:00:00 AM,04:40:44pm,15.9,2.8,a7dcaa1f-de59-4ac7-8478-1294787acd01,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.865063654922,34.4167780701783
10,Del Sol,L Major Start,34.416718061,-119.865239550,6/6/2019 12:00:00 AM,04:41:27pm,2.4,2,2cfed6f1-6c5f-4b16-a11d-ad973b142021,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.865227076145,34.4167132074916
11,Del Sol,I Major Start,34.416887569,-119.865115383,6/6/2019 12:00:00 AM,05:40:28pm,2.2,3,b92c4051-933d-4da1-a319-8deaeaa562ed,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.865102908303,34.4168827151145
12,Del Sol,I Major End,34.416991117,-119.865016063,6/6/2019 12:00:00 AM,05:41:10pm,2,2.5,43a892f9-2ffe-457c-ae86-49121d029444,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.865003588959,34.4169862630933
13,Del Sol,K minor Start,34.416681054,-119.865035874,6/7/2019 12:00:00 AM,04:47:53pm,2.9,2.3,1b70e596-5295-45ea-96b2-09e4f8f3b596,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.8650233997,34.4166762006797
14,Del Sol,K minor End,34.416691615,-119.864871020,6/7/2019 12:00:00 AM,04:48:41pm,2.7,2.3,177e7b3b-508b-4824-ba09-f108966b6bbf,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.864858546095,34.4166867615988
15,Camino Corto,6 minor Start,34.415854112,-119.866752410,6/10/2019 12:00:00 AM,02:21:20pm,1.8,2.4,9072f5de-c5ae-4001-a354-09ece54a1d50,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.866739935512,34.4158492584445
16,Camino Corto,6 minor End,34.416053764,-119.867079009,6/10/2019 12:00:00 AM,02:22:20pm,1.7,2.2,81201710-b6a9-421f-85f3-c3b559e96388,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.867066535427,34.4160489104214
17,Camino Corto,2 Major Start,34.415884208,-119.867517236,6/10/2019 12:00:00 AM,02:23:37pm,2.8,2.8,6be7bf7b-2772-4e53-8284-0ec99995f630,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.867504761697,34.4158793537552
18,Camino Corto,2 Major End,34.416067346,-119.867865378,6/10/2019 12:00:00 AM,02:24:42pm,2.3,2.4,e715c7d8-e702-47a4-be4b-0f9eef683417,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.867852903748,34.4160624921602
19,Camino Corto,3 Major End,34.415232235,-119.867715457,6/10/2019 12:00:00 AM,02:28:50pm,1.9,2.1,0de7e463-b55c-4a16-a968-f4d98fa22188,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.867702982658,34.4152273815154
20,Camino Corto,3 Major Start,34.414991761,-119.867359754,6/10/2019 12:00:00 AM,02:29:57pm,3,2.7,51aae50f-6609-46c4-80f7-af81417266ec,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.867347279095,34.4149869076822
21,Camino Corto,4 Major Start,34.414841405,-119.867692301,6/10/2019 12:00:00 AM,02:31:07pm,1.9,2.3,ff635d3e-c49d-4fe5-8a85-fb02dc0230ce,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.867679826989,34.4148365512083
22,Camino Corto,4 Major End,34.414663270,-119.867936743,6/10/2019 12:00:00 AM,02:31:44pm,1.8,2.1,feec72a0-3104-475a-86b8-6a0ec3759cf0,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.867924269218,34.4146584157895
23,More Mesa,Main Major Start,34.417403739,-119.786701320,6/3/2019 12:00:00 AM,09:43:26am,2.2,0.6,b3f3b9bc-524b-433d-b637-ef06f0ab2af4,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.786688858515,34.417398880323
24,More Mesa,Main Major End,34.417758756,-119.787148048,6/3/2019 12:00:00 AM,09:46:21am,2.5,0.6,e9818bfc-b4c7-45c2-8c46-827bd3c4d030,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.787135586431,34.4177538974855
25,Ellwood Mesa,Reference Major Start,34.419751800,-119.888718545,5/31/2019 12:00:00 AM,03:46:38pm,1.6,0.6,436ecd12-54f6-48a1-ba81-a77515560a95,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.888706067674,34.419746947254
26,Ellwood Mesa,Reference Major End,34.419878837,-119.888916636,5/31/2019 12:00:00 AM,03:47:44pm,1.9,0.6,b03690c1-e684-4fd5-b247-35e4b5fd5ec7,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.888904157897,34.419873984216
27,Del Sol,W Major Start,34.416130437,-119.865750001,5/28/2019 12:00:00 AM,11:59:07am,7.2,0.6,ae322950-03f4-4da2-93d8-86b4a457d6bd,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.865737526837,34.4161255834124
28,Del Sol,W Major End,34.416274578,-119.865261437,5/28/2019 12:00:00 AM,12:00:26pm,3.8,0.6,9d1a9e88-5111-4fd7-a6ed-56baddca60e8,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.865248962905,34.4162697248459
29,Del Sol,S Major Start,34.416488170,-119.865270523,5/28/2019 12:00:00 AM,12:02:23pm,2,0.6,0c873a05-df4f-487c-9b1d-0c2f4e3a9a72,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.865258049209,34.4164833166486
30,Del Sol,S Major End,34.416471449,-119.864646173,5/28/2019 12:00:00 AM,12:03:22pm,2.3,0.6,186089f1-0092-4904-869b-ad3ad1ceb6f6,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.864633698477,34.4164665950132
31,Del Sol,G Major End,34.416550832,-119.866009254,5/28/2019 12:00:00 AM,12:34:44pm,6.5,0.6,3c91568a-c1b2-49c1-a7de-e3689012674d,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.865996779467,34.4165459786304
32,Del Sol,G Major Start,34.416507771,-119.866349507,5/28/2019 12:00:00 AM,12:36:24pm,2.5,0.6,b5989037-337f-48ab-8923-5e3d18350576,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.866337033327,34.4165029173799
33,Camino Corto,8 Major Start,34.414780475,-119.867027242,5/29/2019 12:00:00 AM,03:42:14pm,1.8,68.9,dbf74553-e96b-4b2a-a1b6-dc5675f4ea6c,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.867014767539,34.4147756211573
34,Camino Corto,8 Major End,34.414989256,-119.867212794,5/29/2019 12:00:00 AM,03:43:11pm,1.7,35.4,a4e6dbd4-c350-4860-b065-030b750d5743,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.867200319917,34.4149844023596
35,Del Sol,V Major End,34.415429162,-119.865892288,5/30/2019 12:00:00 AM,03:27:44pm,3,0.6,484a598e-1073-4ade-873d-a01f59557fc5,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.865879813422,34.4154243081057
36,Del Sol,V Major Start,34.414955154,-119.865693702,5/30/2019 12:00:00 AM,03:29:43pm,2,0.6,a502c068-2c7e-44b4-9108-0ef84e1ec612,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.865681227769,34.414950300513
37,Del Sol,U Major Start,34.415818895,-119.866283230,6/3/2019 12:00:00 AM,02:12:59pm,1.5,0.6,8ae2e13c-2380-4919-ada7-c9d60c574eba,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.866270756038,34.4158140418743
38,Del Sol,U Major End,34.415864737,-119.865797952,6/3/2019 12:00:00 AM,02:14:23pm,1.1,24.2,177c9711-518b-4882-819e-c7f4b49e09f5,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.86578547862,34.4158598833508
39,Camino Corto,5 Major Start,34.414105089,-119.868245053,5/28/2019 12:00:00 AM,01:03:52pm,10.3,0.6,d3c47d7b-b6cd-43cc-94bc-d718fc02105c,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.868232579264,34.4141002357057
40,Camino Corto,5 Major End,34.414198901,-119.868494111,5/28/2019 12:00:00 AM,01:04:27pm,3.2,0.6,e4675ef9-f949-470c-9515-6711a2b71360,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.868481636713,34.4141940479696
41,West Campus Bluffs,1 Major End,34.410778795,-119.870807339,5/1/2019 12:00:00 AM,01:30:25pm,3,0.6,977cab88-61ea-429f-a521-20724e66f24e,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.870794865026,34.4107739416823
42,West Campus Bluffs,1 Major Start,34.410514042,-119.870274435,5/1/2019 12:00:00 AM,01:32:58pm,4.3,0.6,87c45344-5653-4170-ac9b-7ce93e82fe34,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.870261960497,34.4105091893707
43,Ellwood Mesa,2 Major Start,34.418360123,-119.886956883,5/9/2019 12:00:00 AM,02:46:14pm,1.7,0.6,df4db9e4-b22c-4614-a4b8-17141db52571,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.886944405574,34.418355269576
44,Ellwood Mesa,2 Major End,34.418537892,-119.886902777,5/9/2019 12:00:00 AM,02:47:24pm,3.6,0.6,35020726-6a02-4f38-a30a-7eff96d53c5a,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.886890299456,34.4185330388534
45,Ellwood Mesa,3 Major Start,34.418748103,-119.887411594,5/9/2019 12:00:00 AM,03:26:27pm,1.9,0.6,046b1749-d396-4ba4-8807-f7d9504812b8,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.887399117015,34.4187432504326
46,Ellwood Mesa,3 Major End,34.419015172,-119.887543594,5/9/2019 12:00:00 AM,03:32:24pm,4.6,0.6,c5ba6890-f9d7-4638-9c0a-a72d5d9939b6,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.887531116034,34.419010318959
47,Ellwood Mesa,4 Major Start,34.419992209,-119.888814080,5/9/2019 12:00:00 AM,05:01:33pm,1.7,0.6,b7400171-2f94-4ba9-9741-36d358f102eb,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.888801601827,34.4199873559902
48,Ellwood Mesa,4 Major End,34.420036122,-119.888520005,5/9/2019 12:00:00 AM,05:04:54pm,4,0.6,26dbc550-2baf-4de4-a221-4e6007a1e148,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.88850752686,34.4200312696646
49,Del Sol,N Major Start,34.415387966,-119.866355699,5/8/2019 12:00:00 AM,01:29:51pm,2.2,0.6,86366674-7429-413e-9ad3-8bcaefc9271c,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.866343224432,34.4153831127575
50,Del Sol,N Major End,34.415032500,-119.865944584,5/8/2019 12:00:00 AM,01:38:07pm,3.1,0.6,82c6618f-1db3-4c5a-a04e-01b8bbc8ed65,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.865932110401,34.4150276468811
51,Del Sol,H Major Start,34.416823341,-119.864914729,5/13/2019 12:00:00 AM,02:32:29pm,7.8,5.3,90947d92-08a0-41ba-bd46-7209f796947f,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.864902254949,34.4168184876704
52,Del Sol,H Major End,34.416907241,-119.864789071,5/13/2019 12:00:00 AM,02:33:47pm,2,3.2,24837c7c-a2f5-4140-865b-d28805349438,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.864776597251,34.4169023871075
53,Del Sol,M Major Start,34.416822946,-119.865278109,5/13/2019 12:00:00 AM,03:55:47pm,3.2,1.2,3283ad43-3d78-4332-8235-f62342d9be47,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.865265634381,34.4168180920964
54,Del Sol,M Major End,34.416926073,-119.865415365,5/13/2019 12:00:00 AM,03:57:04pm,2.8,0.6,0058628d-b025-4a7b-99bb-ff772d58ab53,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.865402890649,34.4169212196668
55,Del Sol,T Major Start,34.416110138,-119.866229275,4/29/2019 12:00:00 AM,03:00:23pm,1.4,0.6,030ba89e-8261-487f-9379-467df61d771a,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.866216801067,34.4161052844584
56,Del Sol,T Major End,34.416130304,-119.865931545,4/29/2019 12:00:00 AM,03:02:50pm,1.6,0.6,12cde3ca-f473-4895-a44f-ed6e2a5cd518,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.865919071263,34.4161254502908
57,Del Sol,T minor Start,34.416043285,-119.866129592,5/1/2019 12:00:00 AM,03:29:24pm,1.7,0.6,9ec9aaf7-3686-40bf-a6b2-4188527f9186,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.86611711747,34.4160384313389
58,Del Sol,T minor End,34.416212923,-119.866052723,5/1/2019 12:00:00 AM,03:31:01pm,2.3,0.6,0540d639-06de-481f-9f5e-5f50bda09e78,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.866040249252,34.4162080687377
59,Del Sol,N minor Start,34.415337233,-119.866370836,5/3/2019 12:00:00 AM,02:46:44pm,4.5,272.6,474903de-1c1f-437e-ac81-5d85a383188d,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.866358362043,34.4153323793841
60,Del Sol,N minor End,34.415536295,-119.866047538,5/3/2019 12:00:00 AM,02:51:34pm,2,0.6,4e6af8f0-1dc5-4789-9dd0-c40eae985ed2,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.866035064339,34.4155314410672
61,Camino Corto,7 Major Start,34.415196248,-119.866729656,5/10/2019 12:00:00 AM,02:53:19pm,2.5,0.6,5eead650-0162-4a8f-992a-df0708cff553,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.866717181828,34.4151913936962
62,Camino Corto,7 Major End,34.415549102,-119.867155979,5/10/2019 12:00:00 AM,02:54:56pm,4.1,0.6,8da55906-4453-40c3-8d2a-0db4c0a3eab0,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.867143505201,34.4155442477827
63,Del Sol,M minor Start,34.416791636,-119.865372849,6/24/2019 12:00:00 AM,04:14:22pm,3,2.4,746e4061-a3ec-46d3-ab78-cc12d932ebfe,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.865360374712,34.4167867820966
64,Del Sol,M minor End,34.416929920,-119.865322160,6/24/2019 12:00:00 AM,04:16:05pm,2.6,2.1,1ce518c6-1648-47c2-ac0e-51d1a48fecc8,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.865309686166,34.416925066146
65,Del Sol,J minor Start,34.416829783,-119.865219792,6/25/2019 12:00:00 AM,04:29:54pm,2.5,2.3,8ead6878-3e5b-4d2b-8bf7-59087387f63f,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.865207318128,34.4168249292738
66,Del Sol,J minor End,34.416919914,-119.865121289,6/25/2019 12:00:00 AM,04:31:35pm,1.8,2,13888038-2999-470f-a407-6511f73c3d7b,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.86510881486,34.416915060415
67,Del Sol,L minor Start,34.416804379,-119.865195127,6/26/2019 12:00:00 AM,09:18:15am,3.2,2.6,e73baff5-23c3-40e6-864f-25d8aaa7b7a7,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.865182652778,34.4167995259799
68,Del Sol,L minor End,34.416701544,-119.865129004,6/26/2019 12:00:00 AM,09:19:27am,1.8,2.1,4fcb7d10-5be0-4351-8dfe-abee9fc556c8,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.865116529769,34.416696690103
69,Del Sol,I minor End,34.416888182,-119.865042646,6/26/2019 12:00:00 AM,02:09:34pm,4.2,2.7,bb81aba0-4749-49cf-be33-66b3e4172885,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.865030172302,34.4168833287568
70,Del Sol,I minor End,34.417008477,-119.865095613,6/26/2019 12:00:00 AM,02:10:25pm,2.8,2.3,a5f1f886-868d-4dd4-8bd0-61bff0e02ffa,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.865083139247,34.4170036224567
71,Del Sol,K Major Start,34.416765563,-119.864952867,6/26/2019 12:00:00 AM,03:48:29pm,2.7,2.4,ee425bc8-386b-493b-86ac-05998cce3902,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.864940393461,34.4167607094334
72,Del Sol,K Major End,34.416641173,-119.864941927,6/26/2019 12:00:00 AM,03:49:26pm,2.2,2,9753a140-9f32-47f9-9ba5-15120359e94e,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.86492945249,34.4166363186946
73,Del Sol,H minor Start,34.416843546,-119.864783352,6/26/2019 12:00:00 AM,05:33:14pm,3,2.1,ee86fa50-3732-4a8a-9e40-bbf6d2f41a8d,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.864770877869,34.4168386920087
74,Del Sol,H minor End,34.416903565,-119.864906098,6/26/2019 12:00:00 AM,05:34:41pm,3,2,31d66ff0-838d-4046-a6f9-fa4b3330b69e,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.864893623515,34.4168987112265
75,Del Sol,G minor Start,34.416426724,-119.866258830,6/27/2019 12:00:00 AM,09:07:54am,2,2.1,4bf6a31b-8c83-4e2f-9a5a-1c997f556340,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.866246355459,34.4164218703754
76,Del Sol,G minor End,34.416610361,-119.866087037,6/27/2019 12:00:00 AM,09:10:06am,2.1,2,315a1b09-f5eb-47f9-b9b6-5af7367106fb,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.866074562966,34.4166055072571
77,Del Sol,U minor Start,34.415721405,-119.866191772,6/27/2019 12:00:00 AM,03:05:45pm,2.6,2.2,b0957ebf-9b8b-42b8-aaf6-5eba788fe60c,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.866179298208,34.4157165511656
78,Del Sol,U minor End,34.415904572,-119.866121968,6/27/2019 12:00:00 AM,03:07:56pm,2,1.9,2c07ab01-0b0a-49dc-8e1c-7629c27f4c88,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.866109493369,34.4158997187427
79,Camino Corto,2 minor Start,34.416077216,-119.867654121,7/1/2019 12:00:00 AM,09:15:04am,2.4,3,e3da3cab-66b9-4404-8681-365799f86e5e,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.867641646443,34.4160723631534
80,Camino Corto,2 minor End,34.415948430,-119.867841559,7/1/2019 12:00:00 AM,09:16:39am,2.2,2.3,cd3ddb20-e91c-4807-887b-7381761ca3cd,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.867829084969,34.4159435765878
81,Camino Corto,7 minor Start,34.415162031,-119.867008348,7/1/2019 12:00:00 AM,02:17:08pm,2.2,2.2,0fe90865-20c7-4b5f-bd44-7ced81ce77c3,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.866995874112,34.4151571777033
82,Camino Corto,7 minor End,34.415646780,-119.866797310,7/1/2019 12:00:00 AM,02:19:05pm,3,2.3,b13b346c-d315-40d2-a6ee-44fbddc98883,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.8667848357,34.415641925594
83,Camino Corto,5 minor Start,34.414241509,-119.868376709,7/1/2019 12:00:00 AM,03:37:18pm,1.9,2,4d770012-8a07-4c96-91d4-8186a1071e8f,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.868364235312,34.4142366551055
84,Camino Corto,5 minor End,34.414044384,-119.868425264,7/1/2019 12:00:00 AM,03:38:35pm,1.7,2,ffe0abc2-e81c-419e-b56b-16fb478f8e58,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.868412790025,34.4140395308886
85,Camino Corto,4 minor Start,34.414772205,-119.867871458,7/1/2019 12:00:00 AM,03:40:29pm,1.5,3,c2a09ae7-f66b-4908-915e-340dbafad61f,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.867858984273,34.4147673516064
86,Camino Corto,4 minor End,34.414688867,-119.867751109,7/1/2019 12:00:00 AM,03:41:08pm,2,3.1,24b96fcd-3ed5-4c71-b9e5-8f36a123fe63,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.867738634684,34.4146840134942
87,Camino Corto,3 minor Start,34.415054088,-119.867593629,7/1/2019 12:00:00 AM,03:45:57pm,2,2.1,8805f302-ce90-4514-82ed-c62ffc00d9fa,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.86758115415,34.4150492344671
88,Camino Corto,3 minor End,34.415197446,-119.867503882,7/1/2019 12:00:00 AM,03:46:37pm,1.8,2.4,50e4c662-6833-4338-b597-0a6aab52589d,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.867491407263,34.4151925933334
89,Camino Corto,8 minor End,34.414899710,-119.867083673,7/1/2019 12:00:00 AM,03:48:38pm,1.8,2.3,a03e40fb-4f59-4f53-bbac-4334e2804468,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.867071199339,34.4148948562144
90,Camino Corto,8 minor Start,34.414805289,-119.867187793,7/1/2019 12:00:00 AM,03:49:24pm,1.8,2.2,206bc980-1af1-4f4c-975a-7ee9e6cb911b,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.867175319398,34.4148004350888
91,Del Sol,F minor Start,34.416182833,-119.865070704,7/2/2019 12:00:00 AM,09:14:52am,1.8,1.9,fd2ce747-070b-4242-9b65-36c62bfbc8d0,5/13/2021 5:27:13 PM,CCBER-Admin,5/13/2021 5:27:13 PM,CCBER-Admin,-119.865058229994,34.4161779791072
